"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"141","Chris Herndon","NYJ","te","4","16","117.6","0","0","0","0","0","0","0","0","0","0","64.5145","44.9862","513.3016","3.5278","0.1422","0.0711","0.0981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Anthony Miller","CHI","wr","6","16","132.4","0","0","0","0","0","0","0","0","0","0","75.0589","46.1709","562.1702","4.9848","0.1739","0.087","0.0731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","John Brown","BUF","wr","6","16","132.2","0","0","0","0","0","0","0","0","0","0","89.1613","44.9133","656.6563","3.5913","0.1393","0.0697","0.0717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Paul Richardson Jr.","WAS","wr","10","16","131.7","0","0","0","0","0","0","0","3.9185","24.5038","0.1142","73.3649","42.8923","628.7528","3.7894","0.1681","0.084","0.0871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Michael Gallup","DAL","wr","8","16","131","0","0","0","0","0","0","0","0","0","0","78.9428","44.6252","652.4702","3.469","0.1581","0.079","0.192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","DaeSean Hamilton","DEN","wr","10","16","130.3","0","0","0","0","0","0","0","0","0","0","81.0531","51.3942","583.2462","3.4052","0.2052","0.1026","0.1308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Willie Snead IV","BLT","wr","8","16","129.1","0","0","0","0","0","0","0","0","0","0","81.8821","55.8081","602.5827","2.1609","0.3216","0.1608","0.0944","151.2243","0.0805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Andy Dalton","CIN","qb","9","16","268.4","0","354.6876","538.5152","3969.8683","25.7213","13.5356","38.2229","48.3165","143.6677","0.9318","0","0","0","0","3.0652","1.5326","0.8917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Josh Allen","BUF","qb","6","16","267.8","0","280.5855","475.4563","2998.4864","14.7737","15.187","42.6221","147.079","628.3223","7.2775","0","0","0","0","7.7361","3.8681","0.6403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Duke Johnson Jr.","CLV","rb","7","16","99.1","0","0","0","0","0","0","0","71.339","290.3259","1.0742","37.5911","30.5026","260.4214","1.1752","0.8829","0.4414","0.2429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Carlos Hyde","KC","rb","12","16","98.9","0","0","0","0","0","0","0","106.4562","413.8358","3.4856","27.2968","21.0137","109.7038","0.8422","0.988","0.494","0.0262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Quincy Enunwa","NYJ","wr","4","16","126.8","0","0","0","0","0","0","0","0","0","0","84.3651","55.4084","566.0463","2.4728","0.5837","0.2918","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Josh Doctson","WAS","wr","10","16","126.7","0","0","0","0","0","0","0","0","0","0","78.2559","44.1318","580.8466","4.0709","0.1392","0.0696","0.0839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Albert Wilson","MIA","wr","5","16","125.8","0","0","0","0","0","0","0","7.545","50.0038","0.2505","66.0135","47.3234","513.2907","3.4267","0.2044","0.1022","0.0685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Jason Witten","DAL","te","8","16","109.6","0","0","0","0","0","0","0","0","0","0","59.2071","44.121","481.504","2.8774","0.1315","0.0657","0.0768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Adam Humphries","TEN","wr","11","16","123.4","0","0","0","0","0","0","0","4.0989","25.965","0.1341","67.5724","49.5244","518.7341","3.0913","0.4318","0.2159","0.1336","72.9858","0.0857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Matthew Stafford","DET","qb","5","16","260.2","0","360.3548","550.6855","4068.2923","24.9128","12.0959","37.6174","45.9547","73.0595","0.8567","0","0","0","0","8.4125","4.2063","0.8353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Adrian Peterson","WAS","rb","10","16","92","0","0","0","0","0","0","0","129.3091","565.358","3.4104","9.782","7.579","67.2872","0.2224","1.4469","0.7235","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Jaylen Samuels","PIT","rb","7","16","91.8","0","0","0","0","0","0","0","61.2884","252.919","1.4263","35.9554","29.1251","196.6401","1.5439","0.3078","0.1539","0.0338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Ronald Jones","TB","rb","7","16","90.9","0","0","0","0","0","0","0","101.0723","365.9616","2.2639","27.0049","21.5415","152.313","0.6729","0.4448","0.2224","0.0622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Cole Beasley","BUF","wr","6","16","118.8","0","0","0","0","0","0","0","0","0","0","75.7871","51.5922","528.1575","2.3775","0.1565","0.0782","0.0806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Jimmy Garoppolo","SF","qb","4","16","257.9","0","333.4663","507.1405","3716.6905","23.6971","12.2788","60.8337","50.4069","143.2854","2.0935","0","0","0","0","3.568","1.784","0.7937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Marquez Valdes-Scantling","GB","wr","11","16","118.2","0","0","0","0","0","0","0","3.576","24.2164","0.0976","67.5534","41.9696","561.8781","2.8189","0.1812","0.0906","0.0888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","D'Onta Foreman","HST","rb","10","16","89","0","0","0","0","0","0","0","97.5384","383.7472","1.7098","24.9093","19.3942","159.8382","0.8944","0.957","0.4785","0.055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Jordan Howard","PHI","rb","10","16","87.9","0","0","0","0","0","0","0","114.7871","474.2677","3.407","15.9705","11.8599","65.7647","0.3186","0.6862","0.3431","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Tyler Eifert","CIN","te","9","16","99.7","0","0","0","0","0","0","0","0","0","0","51.1937","37.0114","443.3458","3.0232","0.123","0.0615","0.1191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Jalen Richard","OAK","rb","6","16","86.2","0","0","0","0","0","0","0","18.1048","77.0477","0.2347","48.1009","38.7688","310.1649","1.232","0.263","0.1315","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Noah Fant","DEN","te","10","16","98.2","0","0","0","0","0","0","0","0","0","0","56.9527","39.7094","447.2435","2.2685","0.1389","0.0694","0.1091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Marcus Mariota","TEN","qb","11","16","252.4","0","283.2929","442.2962","2966.5278","18.1536","12.8861","42.1415","91.1607","487.0509","4.4245","0","0","0","0","5.8103","2.9051","0.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Derek Carr","OAK","qb","6","16","252","0","355.3008","567.568","4071.7454","23.3871","10.9261","35.7038","34.416","54.4438","0.7322","0","0","0","0","9.7282","4.8641","0.7531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","D.J. Chark Jr.","JAX","wr","10","16","112.3","0","0","0","0","0","0","0","0","0","0","70.5211","40.8708","532.8924","3.056","0.7315","0.3657","0.0957","612.4843","0.2208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Will Dissly","SEA","te","11","16","96.8","0","0","0","0","0","0","0","0","0","0","50.1367","36.0314","406.6789","3.3258","0.123","0.0615","0.0859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Kareem Hunt","CLV","rb","7","8","83.3","0","0","0","0","0","0","0","62.4926","303.4217","2.42","21.1899","17.1841","160.7065","0.8708","0.181","0.0905","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","T.J. Hockenson","DET","te","5","16","96.2","0","0","0","0","0","0","0","0","0","0","51.8438","37.1208","414.2844","2.9063","0.1298","0.0649","0.1308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Danny Amendola","DET","wr","5","16","111","0","0","0","0","0","0","0","0","0","0","62.2125","45.8893","495.8847","2.5804","0.2463","0.1232","0.1018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","DeVante Parker","MIA","wr","5","16","110.7","0","0","0","0","0","0","0","0","0","0","75.444","47.2075","510.3463","2.0887","0.3246","0.1623","0.0647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Dallas Goedert","PHI","te","10","16","93.1","0","0","0","0","0","0","0","0","0","0","47.9115","35.0064","390.688","3.1569","0.1112","0.0556","0.0622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Nick Foles","JAX","qb","10","16","246.9","0","382.3127","584.3056","3938.8457","22.4611","12.0358","32.1889","20.2539","81.6522","0.9731","0","0","0","0","8.306","4.153","0.8395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Taylor Gabriel","CHI","wr","6","16","107.5","0","0","0","0","0","0","0","4.0336","26.2679","0.1223","65.0511","45.1242","470.552","1.9904","0.2841","0.1421","0.0557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Sam Darnold","NYJ","qb","4","16","246.1","0","337.2454","534.386","3616.0584","19.973","17.2193","38.3696","68.4126","234.3317","2.6587","0","0","0","0","3.6445","1.8222","0.633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Emmanuel Sanders","DEN","wr","10","10","106.5","0","0","0","0","0","0","0","0","0","0","64.2778","41.8998","499.2174","2.4323","0.1177","0.0588","0.0783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","D.K. Metcalf","SEA","wr","11","16","106.2","0","0","0","0","0","0","0","4.6451","30.1787","0.1622","58.4928","36.0103","466.7675","3.2342","0.1838","0.0919","0.0891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Mike Gesicki","MIA","te","5","16","90.7","0","0","0","0","0","0","0","0","0","0","56.583","39.0094","417.3218","1.6578","0.2438","0.1219","0.0661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","James Washington","PIT","wr","7","16","105.6","0","0","0","0","0","0","0","0","0","0","65.9183","38.5914","476.9765","3.2133","0.1541","0.077","0.0618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Kalen Ballage","MIA","rb","5","16","77","0","0","0","0","0","0","0","98.0848","385.2516","1.943","18.861","14.7641","102.4985","0.3639","0.9231","0.4615","0.0428","781.0774","0.2839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Geoff Swaim","JAX","te","10","16","85.4","0","0","0","0","0","0","0","0","0","0","48.8223","37.507","350.456","2.1171","0.1228","0.0614","0.0853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Matt Breida","SF","rb","4","16","71.3","0","0","0","0","0","0","0","88.428","400.7421","2.4529","10.014","7.8683","65.7474","0.3606","0.3647","0.1823","0.0275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Rex Burkhead","NE","rb","10","16","70.8","0","0","0","0","0","0","0","36.128","134.657","1.5417","27.7561","22.2057","186.4033","1.2262","0.4185","0.2092","0.0369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Marquise Goodwin","SF","wr","4","16","99.3","0","0","0","0","0","0","0","3.8447","22.2522","0.1275","55.0769","31.0516","473.059","3.0003","0.3477","0.1738","0.0558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","A.J. Brown","TEN","wr","11","16","98.9","0","0","0","0","0","0","0","0","0","0","58.5627","37.5517","442.9788","2.8072","0.1622","0.0811","0.1503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Alfred Blue","JAX","rb","10","16","69.9","0","0","0","0","0","0","0","82.9262","300.8419","1.2763","21.6988","16.9618","117.9124","0.5731","0.2467","0.1234","0.0376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","C.J. Anderson","DET","rb","5","16","69.6","0","0","0","0","0","0","0","99.7325","416.4369","2.0872","10.3688","8.26","51.9519","0.366","0.5371","0.2686","0.0301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Gerald Everett","LA","te","9","16","83","0","0","0","0","0","0","0","0","0","0","48.1816","33.1594","375.1463","2.0242","0.0963","0.0481","0.0992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","David Moore","SEA","wr","11","16","96.8","0","0","0","0","0","0","0","0","0","0","50.1367","27.7996","462.7032","3.7888","0.33","0.165","0.0616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Randall Cobb","DAL","wr","8","16","95.9","0","0","0","0","0","0","0","0","0","0","54.2732","42.1024","387.9018","2.5066","0.3749","0.1874","0.0648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Devontae Booker","DEN","rb","10","16","67","0","0","0","0","0","0","0","19.314","77.7316","0.4109","36.2426","29.1667","229.9306","0.8176","0.7525","0.3763","0.0278","655.0288","0.2034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","Tre'Quan Smith","NO","wr","9","16","95.1","0","0","0","0","0","0","0","0","0","0","49.7738","32.1985","437.5036","3.1841","0.1266","0.0633","0.0576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Austin Seferian-Jenkins","NE","te","10","16","79.9","0","0","0","0","0","0","0","0","0","0","44.4098","32.3576","305.6071","2.8158","0.1854","0.0927","0.0913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Deebo Samuel","SF","wr","4","16","94.9","0","0","0","0","0","0","0","0","0","0","60.0839","38.4735","399.0276","2.7839","0.7523","0.3761","0.0944","731.4026","0.3766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Tim Patrick","DEN","wr","10","16","92.8","0","0","0","0","0","0","0","3.8628","24.4103","0.1131","54.4521","32.3003","432.4236","2.3646","0.4258","0.2129","0.0827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Andy Isabella","ARZ","wr","12","16","91.8","0","0","0","0","0","0","0","3.5906","23.3303","0.0861","58.5882","35.7338","424.6574","1.7854","0.1762","0.0881","0.0553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Damien Harris","NE","rb","10","16","63","0","0","0","0","0","0","0","72.256","304.4766","2.5447","11.1024","9.0193","62.28","0.3377","0.2996","0.1498","0.0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Nelson Agholor","PHI","wr","10","16","91","0","0","0","0","0","0","0","3.8262","26.0335","0.1128","47.9115","34.7297","375.1327","2.5831","0.2061","0.1031","0.0401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Demarcus Robinson","KC","wr","12","16","90.9","0","0","0","0","0","0","0","0","0","0","43.6749","31.7126","372.4369","3.647","0.1156","0.0578","0.0796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Geronimo Allison","GB","wr","11","16","90.5","0","0","0","0","0","0","0","0","0","0","57.1606","39.6207","391.0745","1.9752","0.4026","0.2013","0.0842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","Trey Quinn","WAS","wr","10","16","90","0","0","0","0","0","0","0","3.9185","25.1208","0.1143","53.801","34.6831","387.0831","2.2159","0.1701","0.085","0.0883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Chris Conley","JAX","wr","10","16","89.5","0","0","0","0","0","0","0","0","0","0","48.8223","33.6119","399.4514","2.6572","0.3347","0.1674","0.0708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Miles Boykin","BLT","wr","8","16","88.6","0","0","0","0","0","0","0","0","0","0","57.7991","33.1146","422.6802","2.188","0.1431","0.0715","0.0718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","Parris Campbell","IND","wr","6","16","87.7","0","0","0","0","0","0","0","0","0","0","51.6574","36.1772","363.379","2.5269","0.1563","0.0782","0.0756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Zay Jones","BUF","wr","6","16","86.9","0","0","0","0","0","0","0","0","0","0","62.4129","34.4926","385.0049","2.2974","0.2559","0.1279","0.1497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Frank Gore","BUF","rb","6","16","57.5","0","0","0","0","0","0","0","76.1579","321.4139","1.0141","13.3742","10.2568","79.1977","0.229","0.6995","0.3498","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Corey Clement","PHI","rb","10","16","57.3","0","0","0","0","0","0","0","30.6099","130.4244","0.8864","21.294","18.3351","162.278","0.8049","1.0234","0.5117","0.0528","820.4773","0.4631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Elijah McGuire","NYJ","rb","4","16","57","0","0","0","0","0","0","0","50.6335","198.8591","0.7486","19.8506","14.897","137.2573","0.6776","0.4768","0.2384","0.0969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","John Ross","CIN","wr","9","16","85.3","0","0","0","0","0","0","0","3.7765","23.3053","0.1077","51.1937","29.0415","323.045","3.4755","0.1722","0.0861","0.0895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Alexander Mattison","MIN","rb","12","16","56.6","0","0","0","0","0","0","0","58.9883","230.7967","1.5012","16.1158","12.86","90.9275","0.4373","0.2686","0.1343","0.0381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Breshad Perriman","TB","wr","7","16","83.8","0","0","0","0","0","0","0","3.4853","21.0954","0.0976","48.6088","28.357","388.9102","2.3039","0.1303","0.0652","0.0586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Travis Benjamin","LAC","wr","12","16","83.1","0","0","0","0","0","0","0","3.8516","27.595","0.1216","41.6147","27.2576","379.1516","2.4035","0.1153","0.0576","0.0379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Vernon Davis","WAS","te","10","16","66.6","0","0","0","0","0","0","0","0","0","0","34.237","22.817","328.2354","1.8358","0.2078","0.1039","0.0477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","Justice Hill","BLT","rb","8","16","52.9","0","0","0","0","0","0","0","31.1514","127.6697","0.9141","24.083","18.6382","130.9147","0.4958","0.1935","0.0967","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","Chase Edmonds","ARZ","rb","12","16","52.5","0","0","0","0","0","0","0","57.4502","211.5213","0.9018","19.5294","15.3723","92.7442","0.2582","0.5616","0.2808","0.024","125.1138","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Kyle Juszczyk","SF","rb","4","16","52","0","0","0","0","0","0","0","0","0","0","30.0419","23.4363","215.0446","1.2029","0.4072","0.2036","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Jakeem Grant","MIA","wr","5","16","80.3","0","0","0","0","0","0","0","0","0","0","47.1525","29.8875","351.2269","2.5402","0.117","0.0585","0.0492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
