"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"223","Ricky Seals-Jones","ARZ","te","12","16","65.1","0","0","0","0","0","0","0","0","0","0","39.0588","23.923","327.3838","1.3944","0.0708","0.0354","0.0309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Chris Hogan","CAR","wr","7","16","79.8","0","0","0","0","0","0","0","0","0","0","46.1964","29.042","372.1528","2.2405","0.0878","0.0439","0.0537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Hayden Hurst","BLT","te","8","16","63.8","0","0","0","0","0","0","0","0","0","0","38.5327","26.0932","280.693","1.5943","0.0878","0.0439","0.0538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Cameron Brate","TB","te","7","16","63.5","0","0","0","0","0","0","0","0","0","0","32.4059","22.5263","273.9773","2.2657","0.1352","0.0676","0.0393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Gus Edwards","BLT","rb","8","16","50","0","0","0","0","0","0","0","75.6533","318.3755","1.8207","4.8166","3.7382","26.8699","0.108","0.207","0.1035","0.1194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Wayne Gallman","NYG","rb","11","16","48.8","0","0","0","0","0","0","0","60.1635","233.0424","0.9386","15.8267","11.7077","63.7295","0.3517","0.673","0.3365","0.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Ryquell Armstead","JAX","rb","10","16","48","0","0","0","0","0","0","0","41.4631","165.7205","1.1737","16.2741","12.9062","90.7816","0.4034","0.2056","0.1028","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","Darren Waller","OAK","te","6","16","58.7","0","0","0","0","0","0","0","0","0","0","32.0672","23.1786","250.4307","1.7325","0.0806","0.0403","0.0575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","T.J. Yeldon","BUF","rb","6","16","44.6","0","0","0","0","0","0","0","24.0499","92.9283","0.3795","22.2903","17.5281","129.5456","0.4414","0.251","0.1255","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Antonio Callaway","CLV","wr","7","16","71.3","0","0","0","0","0","0","0","0","0","0","42.7868","27.0166","324.1464","2.0017","0.5879","0.2939","0.0631","474.5564","0.2764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Jordan Thomas","HST","te","10","16","56.2","0","0","0","0","0","0","0","0","0","0","29.8912","21.8165","240.8668","1.6984","0.0726","0.0363","0.0496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Jesse James","DET","te","5","16","54.9","0","0","0","0","0","0","0","0","0","0","31.1063","22.6851","232.4572","1.4755","0.0622","0.0311","0.0627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Mike Davis","CHI","rb","6","16","41.1","0","0","0","0","0","0","0","52.4369","198.1467","1.2609","10.0079","7.733","47.6467","0.1879","0.1406","0.0703","0.0699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Cameron Artis-Payne","CAR","rb","7","16","41","0","0","0","0","0","0","0","47.7241","184.2283","1.1783","10.2659","8.2751","57.6091","0.2509","0.1942","0.0971","0.0309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","C.J. Uzomah","CIN","te","9","16","54.2","0","0","0","0","0","0","0","0","0","0","30.7162","22.4689","220.703","1.588","0.0688","0.0344","0.0667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Ian Thomas","CAR","te","7","16","53.6","0","0","0","0","0","0","0","0","0","0","30.7976","22.2606","232.5485","1.3296","0.0704","0.0352","0.0525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Dawson Knox","BUF","te","6","16","53.3","0","0","0","0","0","0","0","0","0","0","31.2064","21.3761","240.8765","1.2983","0.0748","0.0374","0.047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Robert Foster","BUF","wr","6","16","68.3","0","0","0","0","0","0","0","0","0","0","44.5806","25.6595","324.9568","1.6872","0.1009","0.0504","0.0519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Chris Warren III","OAK","rb","6","16","39.1","0","0","0","0","0","0","0","57.9353","225.5989","1.4481","5.3445","4.1804","29.428","0.1345","0.227","0.1135","0.0337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Andre Ellington","TB","rb","7","16","38.4","0","0","0","0","0","0","0","27.882","97.7802","0.5685","16.2029","11.9351","107.6412","0.4247","0.1378","0.0689","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","Laquon Treadwell","MIN","wr","12","16","66.6","0","0","0","0","0","0","0","0","0","0","42.9755","30.1668","269.7112","1.583","0.2099","0.105","0.0587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","J.J. Nelson","OAK","wr","6","16","66","0","0","0","0","0","0","0","3.621","25.3537","0.11","42.7563","19.9165","335.37","1.5574","0.0943","0.0472","0.0431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Ty Montgomery","NYJ","rb","4","16","35.8","0","0","0","0","0","0","0","27.2642","101.0226","0.5005","14.888","11.9515","91.8644","0.2725","0.1721","0.0861","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","Tyler Higbee","LA","te","9","16","48.6","0","0","0","0","0","0","0","0","0","0","26.7676","19.0675","226.6652","1.1294","0.1109","0.0555","0.0579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Josh Rosen","MIA","qb","5","16","202.6","0","286.7107","477.0384","3060.9123","17.5342","16.7283","50.726","60.2774","165.1256","2.0104","0","0","0","0","5.6564","2.8282","0.5046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","J.D. McKissic","SEA","rb","11","16","34.2","0","0","0","0","0","0","0","13.9353","57.0901","0.3249","16.7122","12.4776","92.9539","0.794","0.0901","0.0451","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","Terry McLaurin","WAS","wr","10","16","62.5","0","0","0","0","0","0","0","0","0","0","39.128","22.5948","303.4739","1.58","0.0976","0.0488","0.0588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","Devin Singletary","BUF","rb","6","16","33.9","0","0","0","0","0","0","0","40.0831","162.9916","0.8403","8.9161","6.8489","48.3071","0.1549","0.1743","0.0871","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","Phillip Dorsett","NE","wr","10","16","61.5","0","0","0","0","0","0","0","0","0","0","28.411","20.7925","288.2015","1.9651","0.0773","0.0386","0.0613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","Equanimeous St. Brown","GB","wr","11","16","61.4","0","0","0","0","0","0","0","0","0","0","36.3749","23.1791","293.087","1.4793","0.0933","0.0467","0.0518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","Hakeem Butler","ARZ","wr","12","16","61","0","0","0","0","0","0","0","0","0","0","39.0588","22.7997","305.2557","1.2702","0.0985","0.0493","0.0353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","Kahale Warring","HST","te","10","16","45.5","0","0","0","0","0","0","0","0","0","0","24.9093","17.7407","200.987","1.2675","0.0621","0.031","0.0424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","Gehrig Dieter","KC","wr","12","16","59.8","0","0","0","0","0","0","0","0","0","0","32.7561","21.9983","259.9588","1.9507","0.0943","0.0471","0.0649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","Doug Martin","OAK","rb","6","16","30.3","0","0","0","0","0","0","0","47.0725","175.4653","0.8974","5.3445","3.9151","28.8406","0.1132","0.4631","0.2315","0.0809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","Spencer Ware","IND","rb","6","16","30","0","0","0","0","0","0","0","29.3535","111.8641","1.4058","5.7397","4.9868","44.8698","0.1531","0.1145","0.0572","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","Jordan Wilkins","IND","rb","6","16","30","0","0","0","0","0","0","0","18.346","92.2831","0.5501","11.4794","9.5252","60.6175","0.3241","0.177","0.0885","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","James O'Shaughnessy","JAX","te","10","16","43.4","0","0","0","0","0","0","0","0","0","0","27.1235","19.8342","182.3358","0.8789","0.0627","0.0314","0.0436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","Xavier Grimble","PIT","te","7","16","43.3","0","0","0","0","0","0","0","0","0","0","23.9703","17.1518","174.9452","1.4379","0.1066","0.0533","0.0283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","Wendell Smallwood","PHI","rb","10","16","29.8","0","0","0","0","0","0","0","26.7837","100.9899","0.5747","10.647","8.5725","56.8465","0.3287","0.2027","0.1013","0.0421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Travis Homer","SEA","rb","11","16","29.7","0","0","0","0","0","0","0","27.8705","117.0413","0.8552","8.3561","6.6709","46.8965","0.2609","0.1295","0.0647","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","Dexter Williams","GB","rb","11","16","28.9","0","0","0","0","0","0","0","25.032","101.0765","0.5371","10.3928","8.2473","57.904","0.2583","0.1261","0.0631","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","Malcolm Brown","LA","rb","9","16","28.6","0","0","0","0","0","0","0","36.9896","140.6571","1.0284","5.3535","4.3544","29.8804","0.1703","0.1982","0.0991","0.0272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","Darwin Thompson","KC","rb","12","16","28.2","0","0","0","0","0","0","0","18.3545","76.1907","0.5504","10.9187","8.8896","61.5066","0.378","0.1049","0.0524","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","Mark Walton","MIA","rb","5","16","27.5","0","0","0","0","0","0","0","41.4974","162.7428","0.7339","4.7153","3.6229","26.4762","0.0942","0.1613","0.0806","0.0173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","Rod Smith","NYG","rb","11","16","27.4","0","0","0","0","0","0","0","22.5613","83.0059","0.4898","10.5511","8.2098","61.5292","0.306","0.0973","0.0487","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","Tony Pollard","DAL","rb","8","16","26.7","0","0","0","0","0","0","0","19.8259","78.6549","0.6218","9.8679","7.7216","60.1933","0.2378","0.1051","0.0525","0.0136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","Josh Hill","NO","te","9","16","39.8","0","0","0","0","0","0","0","0","0","0","22.1217","16.489","145.458","1.4644","0.142","0.071","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","Irv Smith Jr.","MIN","te","12","16","39.7","0","0","0","0","0","0","0","0","0","0","21.4878","15.3734","173.0364","1.1588","0.0538","0.0269","0.0354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","Benny Cunningham","JAX","rb","10","16","26.2","0","0","0","0","0","0","0","15.0775","51.7605","0.244","10.8494","9.4202","81.1248","0.3391","0.1374","0.0687","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Ed Dickson","SEA","te","11","16","39.3","0","0","0","0","0","0","0","0","0","0","20.8903","14.1648","180.2821","1.178","0.043","0.0215","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","Josh Reynolds","LA","wr","9","16","54.3","0","0","0","0","0","0","0","0","0","0","32.1211","19.7063","259.9571","1.4184","0.0695","0.0347","0.0587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","Charles Clay","ARZ","te","12","16","38.8","0","0","0","0","0","0","0","0","0","0","24.4117","17.171","173.4029","0.727","0.1497","0.0748","0.021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","Nick Vannett","SEA","te","11","16","38.8","0","0","0","0","0","0","0","0","0","0","20.8903","15.4061","150.0022","1.3912","0.0898","0.0449","0.0332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Tyler Kroft","BUF","te","6","16","38","0","0","0","0","0","0","0","0","0","0","22.2903","15.6609","165.8218","0.9518","0.0481","0.024","0.0302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Jace Sternberger","GB","te","11","16","37.8","0","0","0","0","0","0","0","0","0","0","20.7857","14.6969","171.12","0.9859","0.0514","0.0257","0.0348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Kenneth Dixon","BLT","rb","8","16","24.3","0","0","0","0","0","0","0","17.8008","74.3825","0.4839","9.6332","7.5272","53.2989","0.1979","0.194","0.097","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","Rhett Ellison","NYG","te","11","16","37.7","0","0","0","0","0","0","0","0","0","0","21.1023","15.888","162.9865","0.9075","0.0489","0.0245","0.037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Jalen Hurd","SF","wr","4","16","52.6","0","0","0","0","0","0","0","3.8447","24.9825","0.1287","30.0419","18.8634","221.7673","1.3697","0.1048","0.0524","0.0463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Justin Jackson","LAC","rb","12","16","23.9","0","0","0","0","0","0","0","30.813","112.9762","0.6644","5.2018","4.2787","33.6358","0.1603","0.1169","0.0584","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Dontrell Hilliard","CLV","rb","7","16","23.8","0","0","0","0","0","0","0","13.4824","53.2482","0.2572","10.7984","8.6297","68.5461","0.2713","0.4341","0.217","0.0132","564.0319","0.1485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Mike Boone","MIN","rb","12","16","23.7","0","0","0","0","0","0","0","29.4942","121.3555","0.6065","5.3719","4.2324","28.2447","0.1539","0.1222","0.0611","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Mike Weber","DAL","rb","8","16","23.6","0","0","0","0","0","0","0","39.6518","162.0509","1.2393","0","0","0","0","0.1429","0.0714","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","Jordan Akins","HST","te","10","16","36.4","0","0","0","0","0","0","0","0","0","0","19.9274","14.3127","170.1273","0.8417","0.0475","0.0237","0.0324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","Adam Shaheen","CHI","te","6","16","36.3","0","0","0","0","0","0","0","0","0","0","20.0157","14.3645","146.2029","1.2055","0.0476","0.0238","0.0429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Jeff Heuerman","DEN","te","10","16","35.8","0","0","0","0","0","0","0","0","0","0","20.7101","14.4791","150.4894","1.0403","0.0451","0.0225","0.0354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Corey Coleman","NYG","wr","11","16","50.8","0","0","0","0","0","0","0","0","0","0","31.6534","17.4853","248.2395","1.4554","0.6403","0.3202","0.0228","843.7897","0.3294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Hunter Renfrow","OAK","wr","6","16","50.6","0","0","0","0","0","0","0","0","0","0","32.0672","20.5407","226.1809","1.2349","0.0887","0.0444","0.0519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","Luke Willson","OAK","te","6","16","35.4","0","0","0","0","0","0","0","0","0","0","21.3782","15.4692","133.3298","1.0974","0.0502","0.0251","0.0358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","Chris Moore","BLT","wr","8","16","50.4","0","0","0","0","0","0","0","0","0","0","28.8996","18.6107","228.2924","1.5226","0.4486","0.2243","0.0354","552.8212","0.1641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Blake Jarwin","DAL","te","8","16","35.3","0","0","0","0","0","0","0","0","0","0","19.7357","14.1533","159.0184","0.863","0.0459","0.023","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Tavon Austin","DAL","wr","8","16","50.3","0","0","0","0","0","0","0","7.9304","56.2898","0.2317","29.6036","20.0884","182.0969","0.8633","0.4662","0.2331","0.0386","239.7422","0.1754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Gary Jennings","SEA","wr","11","16","50","0","0","0","0","0","0","0","0","0","0","29.2464","18.8548","219.4464","1.5186","0.0815","0.0407","0.0466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Diontae Johnson","PIT","wr","7","16","49.3","0","0","0","0","0","0","0","0","0","0","29.9629","18.8884","219.8603","1.3933","0.0816","0.0408","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Demetrius Harris","CLV","te","7","16","34.1","0","0","0","0","0","0","0","0","0","0","21.3934","13.505","144.2892","1.0201","0.0411","0.0205","0.032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Rashard Higgins","CLV","wr","7","16","48.7","0","0","0","0","0","0","0","0","0","0","26.7417","17.8794","229.9405","1.3101","0.1741","0.087","0.0406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Keelan Cole","JAX","wr","10","16","48.4","0","0","0","0","0","0","0","0","0","0","27.1235","17.1498","240.7148","1.1976","0.1722","0.0861","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","Benny Snell Jr.","PIT","rb","7","16","19.6","0","0","0","0","0","0","0","18.026","73.6639","0.5498","5.9926","4.7582","32.823","0.1609","0.0857","0.0428","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Jonnu Smith","TEN","te","11","16","32.5","0","0","0","0","0","0","0","0","0","0","18.0193","12.7731","128.7225","1.1304","0.0794","0.0397","0.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Anthony Sherman","KC","rb","12","16","18.8","0","0","0","0","0","0","0","0","0","0","10.9187","8.9649","67.4809","0.5223","0.0366","0.0183","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Benjamin Watson","NE","te","10","12","31.9","0","0","0","0","0","0","0","0","0","0","16.671","12.4556","126.6735","1.1192","0.0658","0.0329","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Jarius Wright","CAR","wr","7","16","46.3","0","0","0","0","0","0","0","0","0","0","25.6647","19.3381","207.0677","1.0357","0.2309","0.1155","0.0829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","J.J. Arcega-Whiteside","PHI","wr","10","16","46.2","0","0","0","0","0","0","0","0","0","0","26.6175","16.4464","218.6763","1.3113","0.0711","0.0355","0.0326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","Demaryius Thomas","NE","wr","10","10","46","0","0","0","0","0","0","0","0","0","0","24.3777","16.9152","203.7282","1.4509","0.0421","0.021","0.0359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
